date,category,product_name,product_type,origin,unit,lulu_price,rawabi_price,family_price,price_per_kg_lulu,price_per_kg_rawabi,price_per_kg_family,cheapest_store,status
2026-06-08,Fruits,Coconut Whole,Coconut,India,1.0pc,3.25,,,3250.0,,,Lulu,Active
2026-06-08,Fruits,Fresh Coconut (By Air),Coconut,India,,,,7.0,,,,,Active
2026-06-08,Fruits,Fresh Cut Coconut,Coconut,,200g,8.0,,,40.0,,,Lulu,Active
2026-06-08,Fruits,King Coconut,Coconut,,1.0pc,19.5,,,19500.0,,,Lulu,Active
2026-06-08,Fruits,Slice Coconut,Coconut,,1kg,,20.0,,,20.0,,Rawabi,Active
2026-06-08,Fruits,Slice Coconut,Coconut,,250g,,5.0,,,20.0,,Rawabi,Active
2026-06-08,Fruits,Tender Coconut With Straw,Coconut,,1.0pc,15.75,,,15750.0,,,Lulu,Active
2026-06-08,Fruits,Dates Iraq,Fresh Dates,,1kg,7.5,,,7.5,,,Lulu,Active
2026-06-08,Fruits,Dates Medjoul,Fresh Dates,Jordan,1kg,31.5,,,31.5,,,Lulu,Active
2026-06-08,Fruits,Datte D’Or Deglet Nour Dates Tunisia,Fresh Dates,,1.0pkt,4.5,,,4500.0,,,Lulu,Active
2026-06-08,Fruits,Deglet Noor Dates,Fresh Dates,,1kg,17.5,,,17.5,,,Lulu,Active
2026-06-08,Fruits,Khudri Dates,Fresh Dates,,500g,15.75,,,31.5,,,Lulu,Active
2026-06-08,Fruits,Khudri Dates,Fresh Dates,,1.0pkt,24.0,,,24000.0,,,Lulu,Active
2026-06-08,Fruits,Majdoul Dates,Fresh Dates,,500g,16.75,,,33.5,,,Lulu,Active
2026-06-08,Fruits,Qdates Ajwa Dates,Fresh Dates,,400g,24.5,,,61.25,,,Lulu,Active
2026-06-08,Fruits,Qdates Mabroom Dates,Fresh Dates,,400g,24.0,,,60.0,,,Lulu,Active
2026-06-08,Fruits,Qdates Safawi Dates,Fresh Dates,,400g,17.0,,,42.5,,,Lulu,Active
2026-06-08,Fruits,Qdates Sufri Dates,Fresh Dates,,400g,16.0,,,40.0,,,Lulu,Active
2026-06-08,Fruits,Qdates Sufri Dates,Fresh Dates,,800g,32.0,,,40.0,,,Lulu,Active
2026-06-08,Fruits,Qdates Suqai Dates,Fresh Dates,,400g,16.0,,,40.0,,,Lulu,Active
2026-06-08,Fruits,Sukkari Dates,Fresh Dates,,500g,16.5,,,33.0,,,Lulu,Active
2026-06-08,Fruits,Sukkari Dates,Fresh Dates,Oman,900g,26.5,,,29.44,,,Lulu,Active
2026-06-08,Fruits,Chest Nut,Fresh Nuts,China,1kg,,11.5,,,11.5,,Rawabi,Active
2026-06-08,Fruits,Fresh Almond Medium,Fresh Nuts,,400g,10.0,,,25.0,,,Lulu,Active
2026-06-08,Fruits,Mushroom Chestnut -,Fresh Nuts,Holland,,,,15.5,,,,,Active
2026-06-08,Fruits,Grape Black Packet,Grapes,India,,,7.75,,,,,,Active
2026-06-08,Fruits,Grape Red,Grapes,Australia,1kg,,45.75,,,45.75,,Rawabi,Active
2026-06-08,Fruits,Grape White Packet,Grapes,Egypt,1kg,,17.75,,,17.75,,Rawabi,Active
2026-06-08,Fruits,Grapes Black,Grapes,India,500g,8.75,,,17.5,,,Lulu,Active
2026-06-08,Fruits,Grapes Black,Grapes,Australia,1kg,21.5,,,21.5,,,Lulu,Active
2026-06-08,Fruits,Grapes Black -,Grapes,India,400g,8.5,,,21.25,,,Lulu,Active
2026-06-08,Fruits,Grapes Red -Packet,Grapes,India,,,8.5,,,,,,Active
2026-06-08,Fruits,Grapes Red Crimson,Grapes,Australia,500g,13.5,,,27.0,,,Lulu,Active
2026-06-08,Fruits,Grapes Red Globe,Grapes,South Africa,500g,10.0,,,20.0,,,Lulu,Active
2026-06-08,Fruits,Grapes White,Grapes,Australia,1kg,,54.0,,,54.0,,Rawabi,Active
2026-06-08,Fruits,Grapes White,Grapes,India,1kg,,14.5,,,14.5,,Rawabi,Active
2026-06-08,Fruits,Grapes White,Grapes,Australia,500g,,27.0,,,54.0,,Rawabi,Active
2026-06-08,Fruits,Grapes White,Grapes,Usa,500g,26.25,,,52.5,,,Lulu,Active
2026-06-08,Fruits,Grapes White,Grapes,Egypt,500g,9.5,,,19.0,,,Lulu,Active
2026-06-08,Fruits,Grapes White -Packet,Grapes,India,,,6.0,,,,,,Active
2026-06-08,Fruits,Green Banana,Green Banana,Uganda,1kg,,18.5,,,18.5,,Rawabi,Active
2026-06-08,Fruits,Green Banana,Green Banana,India,500g,6.75,,,13.5,,,Lulu,Active
2026-06-08,Fruits,Green Mango,Green Mango,India,500g,10.0,,,20.0,,,Lulu,Active
2026-06-08,Fruits,Peeled Jackfruit Packet,Jackfruit,India,,,7.5,,,,,,Active
2026-06-08,Fruits,Fresh Cut Kiwi Fruit,Kiwi,,250g,10.75,,,43.0,,,Lulu,Active
2026-06-08,Fruits,Kiwi Gold,Kiwi,South Africa,500g,19.75,,,39.5,,,Lulu,Active
2026-06-08,Fruits,Kiwi Gold New Zealand,Kiwi,,500g,28.25,,,56.5,,,Lulu,Active
2026-06-08,Fruits,Banganappali Mango,Mangoes,,1kg,23.5,,,23.5,,,Lulu,Active
2026-06-08,Fruits,Hola Mangosteen,Mangoes,India,500g,14.75,,,29.5,,,Lulu,Active
2026-06-08,Fruits,Indian Mango,Mangoes,India,1kg,22.75,,,22.75,,,Lulu,Active
2026-06-08,Fruits,Mango,Mangoes,,2.0pcs,29.75,,,14875.0,,,Lulu,Active
2026-06-08,Fruits,Mango,Mangoes,Vietnam,1kg,52.75,,,52.75,,,Lulu,Active
2026-06-08,Fruits,Mango Alphonsa,Mangoes,India,1kg,,14.75,,,14.75,,Rawabi,Active
2026-06-08,Fruits,Mango Alphonso,Mangoes,,1kg,16.5,,,16.5,,,Lulu,Active
2026-06-08,Fruits,Mango Alphonso Cartoon,Mangoes,India,,,49.0,,,,,,Active
2026-06-08,Fruits,Mango Badami,Mangoes,,1kg,16.75,,,16.75,,,Lulu,Active
2026-06-08,Fruits,Mango Choco Dip,Mangoes,,250g,20.0,,,80.0,,,Lulu,Active
2026-06-08,Fruits,Mango Colombia-Box,Mangoes,,,,115.0,,,,,,Active
2026-06-08,Fruits,Mango Gedong Indonesia,Mangoes,,1kg,36.75,,,36.75,,,Lulu,Active
2026-06-08,Fruits,Mango Ginger,Mangoes,India,200g,5.0,,,25.0,,,Lulu,Active
2026-06-08,Fruits,Mango Green,Mangoes,India,1kg,,17.75,,,17.75,,Rawabi,Active
2026-06-08,Fruits,Mango Himapasanth,Mangoes,,1kg,26.75,,,26.75,,,Lulu,Active
2026-06-08,Fruits,Mango Kalbathoor,Mangoes,,1kg,9.5,,,9.5,,,Lulu,Active
2026-06-08,Fruits,Mango Kesar,Mangoes,,1kg,14.75,,,14.75,,,Lulu,Active
2026-06-08,Fruits,Mango Long,Mangoes,Kenya,1kg,26.5,,,26.5,,,Lulu,Active
2026-06-08,Fruits,Mango Malgova,Mangoes,,1kg,21.5,,,21.5,,,Lulu,Active
2026-06-08,Fruits,Mango Malika,Mangoes,,1kg,22.5,,,22.5,,,Lulu,Active
2026-06-08,Fruits,Mango Mallika,Mangoes,India,1kg,,18.75,,,18.75,,Rawabi,Active
2026-06-08,Fruits,Mango Neelam,Mangoes,,1kg,22.75,,,22.75,,,Lulu,Active
2026-06-08,Fruits,Mango Rajapuri,Mangoes,,1kg,13.5,,,13.5,,,Lulu,Active
2026-06-08,Fruits,Mango Sindhooram,Mangoes,India,1kg,,17.75,,,17.75,,Rawabi,Active
2026-06-08,Fruits,Mango Sindhooram Cartoon,Mangoes,India,,,38.0,,,,,,Active
2026-06-08,Fruits,Mango Sliced,Mangoes,,250g,11.25,,,45.0,,,Lulu,Active
2026-06-08,Fruits,Mango Thottapuri,Mangoes,,1kg,18.75,,,18.75,,,Lulu,Active
2026-06-08,Fruits,Mango Yemen,Mangoes,,1kg,13.75,,,13.75,,,Lulu,Active
2026-06-08,Fruits,Mango Yemen Cartoon,Mangoes,,,,34.0,,,,,,Active
2026-06-08,Fruits,Mangoes Round,Mangoes,Kenya,1kg,26.5,,,26.5,,,Lulu,Active
2026-06-08,Fruits,Mangosteen,Mangoes,,450g,26.5,,,58.89,,,Lulu,Active
2026-06-08,Fruits,Mangosteen,Mangoes,,1.0pkt,29.5,,,29500.0,,,Lulu,Active
2026-06-08,Fruits,Mangosteen Packet,Mangoes,Thailand,,,27.0,,,,,,Active
2026-06-08,Fruits,Sindooram Mango,Mangoes,India,1kg,21.5,,,21.5,,,Lulu,Active
2026-06-08,Fruits,Tjc Mango,Mangoes,Sri Lanka,1kg,36.5,,,36.5,,,Lulu,Active
2026-06-08,Fruits,Honey Dew Melon,Melons,Oman,2kg,25.5,,,12.75,,,Lulu,Active
2026-06-08,Fruits,Mixed Melon,Melons,,250g,4.25,,,17.0,,,Lulu,Active
2026-06-08,Fruits,Rock Melon,Melons,Oman,2kg,23.0,,,11.5,,,Lulu,Active
2026-06-08,Fruits,Sliced Rock Melon,Melons,,250g,6.0,,,24.0,,,Lulu,Active
2026-06-08,Fruits,Sliced Rock Melon,Melons,,300g,9.0,,,30.0,,,Lulu,Active
2026-06-08,Fruits,Sliced Sweet Melon,Melons,,250g,6.25,,,25.0,,,Lulu,Active
2026-06-08,Fruits,Sliced Water Melon,Melons,,250g,4.5,,,18.0,,,Lulu,Active
2026-06-08,Fruits,Sliced Water Melon,Melons,,300g,6.0,,,20.0,,,Lulu,Active
2026-06-08,Fruits,Sweet Melon,Melons,Jordan,1kg,,5.0,,,5.0,,Rawabi,Active
2026-06-08,Fruits,Sweet Melon,Melons,Oman,1kg,,5.0,,,5.0,,Rawabi,Active
2026-06-08,Fruits,Sweet Melon,Melons,Oman,1.0pc,7.5,,,7500.0,,,Lulu,Active
2026-06-08,Fruits,Water Melon,Melons,Australia,1kg,,33.0,,,33.0,,Rawabi,Active
2026-06-08,Fruits,Water Melon,Melons,Morocco,1kg,,20.0,,,20.0,,Rawabi,Active
2026-06-08,Fruits,Water Melon,Melons,Jordan,1kg,,4.5,,,4.5,,Rawabi,Active
2026-06-08,Fruits,Watermelon,Melons,Oman,5kg,22.5,,,4.5,,,Lulu,Active
2026-06-08,Fruits,Nectarine,Nectarine,Australia,1kg,,46.5,,,46.5,,Rawabi,Active
2026-06-08,Fruits,Nectarine,Nectarine,Jordan,1kg,,24.0,,,24.0,,Rawabi,Active
2026-06-08,Fruits,Nectarine,Nectarine,Jordan,500g,9.5,,,19.0,,,Lulu,Active
2026-06-08,Fruits,Nectarine,Nectarine,,750g,14.5,,,19.33,,,Lulu,Active
2026-06-08,Fruits,Nectarine White,Nectarine,Usa,500g,18.5,,,37.0,,,Lulu,Active
2026-06-08,Fruits,Dragon Fruit,Other Fruits,Vietnam,1kg,,25.5,,,25.5,,Rawabi,Active
2026-06-08,Fruits,Exotic Fruit Platter,Other Fruits,,,42.0,,,,,,,Active
2026-06-08,Fruits,Fresh Cut Dragon Fruit,Other Fruits,,250g,17.5,,,70.0,,,Lulu,Active
2026-06-08,Fruits,Fresh Cut Kaka Fruit,Other Fruits,,250g,13.75,,,55.0,,,Lulu,Active
2026-06-08,Fruits,Jack Fruit -Packet,Other Fruits,Thailand,,,13.5,,,,,,Active
2026-06-08,Fruits,Longan Fruit,Other Fruits,,1.0pkt,14.5,,,14500.0,,,Lulu,Active
2026-06-08,Fruits,Longan Fruit,Other Fruits,Vietnam,1.0pkt,10.0,,,10000.0,,,Lulu,Active
2026-06-08,Fruits,Mixed Fruits,Other Fruits,,250g,11.0,,,44.0,,,Lulu,Active
2026-06-08,Fruits,Mixed Fruits,Other Fruits,,300g,10.0,,,33.33,,,Lulu,Active
2026-06-08,Fruits,Passion Fruit Purple Colombia,Other Fruits,,250g,24.25,,,97.0,,,Lulu,Active
2026-06-08,Fruits,Passionfruit Pte Packet,Other Fruits,Thailand,,,24.0,,,,,,Active
2026-06-08,Fruits,Special Fruits Cuts,Other Fruits,,250g,20.75,,,83.0,,,Lulu,Active
2026-06-08,Fruits,Tender Jack Fruit,Other Fruits,India,1kg,18.5,,,18.5,,,Lulu,Active
2026-06-08,Fruits,Fresh Papaya Cuts,Papaya,,250g,10.75,,,43.0,,,Lulu,Active
2026-06-08,Fruits,Green Papaya,Papaya,India,1kg,,15.0,,,15.0,,Rawabi,Active
2026-06-08,Fruits,Green Papaya,Papaya,Sri Lanka,1kg,17.5,,,17.5,,,Lulu,Active
2026-06-08,Fruits,Green Papaya -,Papaya,,700g,14.0,,,20.0,,,Lulu,Active
2026-06-08,Fruits,Papaya,Papaya,Thailand,1kg,,46.0,,,46.0,,Rawabi,Active
2026-06-08,Fruits,Papaya,Papaya,India,1kg,,18.5,,,18.5,,Rawabi,Active
2026-06-08,Fruits,Papaya -,Papaya,Sri Lanka,900g,17.5,,,19.44,,,Lulu,Active
2026-06-08,Fruits,Papaya Fruit,Papaya,India,1500g,26.25,,,17.5,,,Lulu,Active
2026-06-08,Fruits,Peach,Peaches,Australia,1kg,,28.0,,,28.0,,Rawabi,Active
2026-06-08,Fruits,Peach,Peaches,Australia,500g,,14.0,,,28.0,,Rawabi,Active
2026-06-08,Fruits,Peach Round Packet,Peaches,Jordan,,,19.75,,,,,,Active
2026-06-08,Fruits,Peaches,Peaches,Jordan,500g,9.5,,,19.0,,,Lulu,Active
2026-06-08,Fruits,Peaches,Peaches,Jordan,1.0pkt,17.5,,,17500.0,,,Lulu,Active
2026-06-08,Fruits,Peaches,Peaches,Lebanon,1.0pkt,22.5,,,22500.0,,,Lulu,Active
2026-06-08,Fruits,Peaches,Peaches,Egypt,500g,7.25,,,14.5,,,Lulu,Active
2026-06-08,Fruits,Peaches,Peaches,Spain,500g,18.25,,,36.5,,,Lulu,Active
2026-06-08,Fruits,Pear Africa,Pears,,1kg,,9.75,,,9.75,,Rawabi,Active
2026-06-08,Fruits,Pear Rose Africa,Pears,,1kg,,9.75,,,9.75,,Rawabi,Active
2026-06-08,Fruits,Pears Forelle,Pears,South Africa,500g,5.75,,,11.5,,,Lulu,Active
2026-06-08,Fruits,Pears Rosemary,Pears,,500g,4.75,,,9.5,,,Lulu,Active
2026-06-08,Fruits,Prickly Pears,Pears,,1kg,36.5,,,36.5,,,Lulu,Active
2026-06-08,Fruits,Vermonte Beauty Pears,Pears,South Africa,500g,4.75,,,9.5,,,Lulu,Active
2026-06-08,Fruits,Fresh Green Plums Box,Plums,,1.0pc,18.5,,,18500.0,,,Lulu,Active
2026-06-08,Fruits,Hola Java Plum,Plums,,100g,9.5,,,95.0,,,Lulu,Active
2026-06-08,Fruits,Plums,Plums,,1.0pkt,15.0,,,15000.0,,,Lulu,Active
2026-06-08,Fruits,Plums Black,Plums,South Africa,1kg,16.75,,,16.75,,,Lulu,Active
2026-06-08,Fruits,Plums Red,Plums,South Africa,500g,8.5,,,17.0,,,Lulu,Active
2026-06-08,Fruits,Plums Red Africa,Plums,,1kg,,15.5,,,15.5,,Rawabi,Active
2026-06-08,Fruits,Plums Syria,Plums,,1.0pkt,13.5,,,13500.0,,,Lulu,Active
2026-06-08,Fruits,Fresh Pomegranate Seeds,Pomegranates,,250g,15.0,,,60.0,,,Lulu,Active
2026-06-08,Fruits,Pomegranate,Pomegranates,India,1kg,19.5,21.0,,19.5,21.0,,Lulu,Active
2026-06-08,Fruits,Pomegranate,Pomegranates,India,500g,,10.5,,,21.0,,Rawabi,Active
2026-06-08,Fruits,Pomegranate,Pomegranates,Peru,1kg,,26.0,,,26.0,,Rawabi,Active
2026-06-08,Fruits,Pomegranate (Anar),Pomegranates,South Africa,1kg,19.75,,,19.75,,,Lulu,Active
2026-06-08,Fruits,Pomegranate Air-Carton,Pomegranates,India,,,33.0,,,,,,Active
