date,category,product_name,product_type,origin,unit,lulu_price,rawabi_price,family_price,price_per_kg_lulu,price_per_kg_rawabi,price_per_kg_family,cheapest_store,status
2026-08-21,Vegetables,Spring Onion Arabia,Leeks/Spring Onions,Saudi,1.0pc,,11.0,,,11000.0,,Rawabi,Active
2026-08-21,Vegetables,Agrico Mushroom White Doha Packet,Mushrooms,,,,7.0,,,,,,Active
2026-08-21,Vegetables,Mushroom Brown Doha-Packet,Mushrooms,,,,8.5,,,,,,Active
2026-08-21,Vegetables,Mushroom Mix Doha Packet,Mushrooms,,,,13.0,,,,,,Active
2026-08-21,Vegetables,Mushroom Oyster Netherland Pac,Mushrooms,,150g,,13.5,,,90.0,,Rawabi,Active
2026-08-21,Vegetables,Mushroom Slice Doha-Packet,Mushrooms,,,,8.5,,,,,,Active
2026-08-21,Vegetables,Mushroom White Doha-Packet,Mushrooms,,,,7.0,,,,,,Active
2026-08-21,Vegetables,Onion Medium Bag,Onion,India,,,18.0,,,,,,Active
2026-08-21,Vegetables,Onion Small,Onion,India,1kg,,17.25,,,17.25,,Rawabi,Active
2026-08-21,Vegetables,White Onion,Onion,Lebanon,1kg,,7.5,,,7.5,,Rawabi,Active
2026-08-21,Vegetables,Aloe Vera,Other Vegetables,,,,,30.0,,,,,Active
2026-08-21,Vegetables,Chinese Potato,Other Vegetables,,1kg,,13.5,,,13.5,,Rawabi,Active
2026-08-21,Vegetables,Drumstick,Other Vegetables,India,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Vegetables,Drumstick Leaves,Other Vegetables,India,1.0pc,,6.0,,,6000.0,,Rawabi,Active
2026-08-21,Vegetables,Eggplant,Other Vegetables,Holland,,,,28.0,,,,,Active
2026-08-21,Vegetables,Eggplant Long Arabia,Other Vegetables,Saudi,1kg,,8.5,,,8.5,,Rawabi,Active
2026-08-21,Vegetables,Eggplant Premium,Other Vegetables,Oman,1kg,,6.75,,,6.75,,Rawabi,Active
2026-08-21,Vegetables,Govar,Other Vegetables,India,1kg,,16.75,,,16.75,,Rawabi,Active
2026-08-21,Vegetables,Guava,Other Vegetables,India,1kg,,20.5,,,20.5,,Rawabi,Active
2026-08-21,Vegetables,Guava -Packet,Other Vegetables,Thailand,,,32.0,,,,,,Active
2026-08-21,Vegetables,Guava Red,Other Vegetables,Thailand,1kg,,42.0,,,42.0,,Rawabi,Active
2026-08-21,Vegetables,Guava Red -Packet,Other Vegetables,Thailand,,,34.0,,,,,,Active
2026-08-21,Vegetables,Lollo Bioanda,Other Vegetables,Holland,1kg,,78.0,,,78.0,,Rawabi,Active
2026-08-21,Vegetables,Longan -Packet,Other Vegetables,Thailand,,,24.0,,,,,,Active
2026-08-21,Vegetables,Palak Leaves Doha,Other Vegetables,,1.0pc,,5.0,,,5000.0,,Rawabi,Active
2026-08-21,Vegetables,Rambutan -Packet,Other Vegetables,Thailand,,,22.0,,,,,,Active
2026-08-21,Vegetables,Redcurrent -Packet,Other Vegetables,Holland,,,22.0,,,,,,Active
2026-08-21,Vegetables,Tamarind -Box,Other Vegetables,Thailand,,,23.0,,,,,,Active
2026-08-21,Vegetables,Beans,Peas & Beans,India,1kg,,19.75,,,19.75,,Rawabi,Active
2026-08-21,Vegetables,Beans Fine Bean & Snow Peas Ke,Peas & Beans,,250g,,14.0,,,56.0,,Rawabi,Active
2026-08-21,Vegetables,Long Beans,Peas & Beans,India,1kg,,24.0,,,24.0,,Rawabi,Active
2026-08-21,Vegetables,Aravi Big,Potatoes & Starchy Vegetables,India,,,,9.0,,,,,Active
2026-08-21,Vegetables,Lothi,Potatoes & Starchy Vegetables,,1kg,,16.0,,,16.0,,Rawabi,Active
2026-08-21,Vegetables,Potato,Potatoes & Starchy Vegetables,Bangladesh,1kg,,16.0,,,16.0,,Rawabi,Active
2026-08-21,Vegetables,Potato Red,Potatoes & Starchy Vegetables,Pakistan,1kg,,4.0,,,4.0,,Rawabi,Active
2026-08-21,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,Australia,1kg,,38.0,,,38.0,,Rawabi,Active
2026-08-21,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,India,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Vegetables,Sweet Potato Africa,Potatoes & Starchy Vegetables,,1kg,,8.0,,,8.0,,Rawabi,Active
2026-08-21,Vegetables,Sweet Potato By Air,Potatoes & Starchy Vegetables,Uganda,1kg,,18.0,,,18.0,,Rawabi,Active
2026-08-21,Vegetables,Tapioca,Potatoes & Starchy Vegetables,Sri Lanka,1kg,,13.75,,,13.75,,Rawabi,Active
2026-08-21,Vegetables,Yam,Potatoes & Starchy Vegetables,India,1kg,,11.5,,,11.5,,Rawabi,Active
2026-08-21,Vegetables,Butternut Pumpkin,Pumpkin,Oman,1kg,,7.75,,,7.75,,Rawabi,Active
2026-08-21,Vegetables,Disco Pumpkin,Pumpkin,India,1kg,,15.75,,,15.75,,Rawabi,Active
2026-08-21,Vegetables,Pumpkin,Pumpkin,Oman,1kg,,4.0,,,4.0,,Rawabi,Active
2026-08-21,Vegetables,White Pumpkin,Pumpkin,Qatar,,,,7.0,,,,,Active
2026-08-21,Vegetables,Radish Red -Packet,Raddish,Holland,,,5.5,,,,,,Active
2026-08-21,Vegetables,Radish White,Raddish,China,1kg,,11.0,,,11.0,,Rawabi,Active
2026-08-21,Vegetables,Red Radish,Raddish,Holland,1kg,,33.5,,,33.5,,Rawabi,Active
2026-08-21,Vegetables,Brussel Sprouts,Sprouts,,,,,14.75,,,,,Active
2026-08-21,Vegetables,Cherry Tomato Yellow Packet,Tomato,Holland,,,14.0,,,,,,Active
2026-08-21,Vegetables,Tomato Bunch,Tomato,Iran,1kg,,8.75,,,8.75,,Rawabi,Active
2026-08-21,Vegetables,Tomato Cherry Orange Netherland 250,Tomato,,,,14.75,,,,,,Active
2026-08-21,Vegetables,Tomato Cherry Plum Red,Tomato,Spain,500g,,26.0,,,52.0,,Rawabi,Active
2026-08-21,Vegetables,Tomato Green House Syria,Tomato,,1kg,,4.5,,,4.5,,Rawabi,Active
2026-08-21,Vegetables,Tomato Kumato,Tomato,Spain,1kg,,42.0,,,42.0,,Rawabi,Active
2026-08-21,Vegetables,Tomato Sweet Cherry Vine Netherland,Tomato,,,,48.0,,,,,,Active
2026-08-21,Vegetables,Tomatoes Cherry Plum,Tomato,,250g,,,20.0,,,80.0,Family,Active
2026-08-21,Vegetables,Turmeric,Turmeric,India,1kg,,18.0,,,18.0,,Rawabi,Active
2026-08-21,Vegetables,Turmeric -Packet,Turmeric,Thailand,,,6.5,,,,,,Active
2026-08-21,Fruits,Apple Gala,Apples,France,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Apple Golden,Apples,Italy,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Apple Green,Apples,Spain,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Apple Ukraine,Apples,,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Pineapple,Apples,India,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Banana,Banana,Philippines,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Banana Flower,Banana,,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Banana Yellow,Banana,India,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Kadali Banana By Air,Banana,India,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Black Berry -Packet,Berries,Morocco,,,,,,,,,Market Out
2026-08-21,Fruits,Blueberry -Packet,Berries,Morocco,,,,,,,,,Market Out
2026-08-21,Fruits,Physalis,Berries,,125g,,,,,,,,Market Out
2026-08-21,Fruits,Raspberry Africa Packet,Berries,,,,,,,,,,Market Out
2026-08-21,Fruits,Mandarine Nadarcott,Citrus Fruits,Egypt,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Orange Navel Africa,Citrus Fruits,,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Grapes Red -Packet,Grapes,India,,,,,,,,,Market Out
2026-08-21,Fruits,Ash Banana,Green Banana,Sri Lanka,,,,,,,,,Market Out
2026-08-21,Fruits,Green Banana,Green Banana,Uganda,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Green Banana,Green Banana,India,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Kiwi Greece,Kiwi,,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Mango,Mangoes,Egypt,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Mango Badami Air,Mangoes,India,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Mango Galbetor Yeman,Mangoes,,1kg,,,,,,,,Market Out
2026-08-21,Fruits,Mango Ginger,Mangoes,India,,,,,,,,,Market Out
2026-08-21,Fruits,Mango Yemen Cartoon,Mangoes,,,,,,,,,,Market Out
2026-08-21,Fruits,Sweet Melon,Melons,Jordan,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Cauliflower Mazra Doha,Cabbage & Broccoli,,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Green Chilly By Air,Chillies & Spicy,India,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Green Chilly By Air,Chillies & Spicy,India,250g,,,,,,,,Market Out
2026-08-21,Vegetables,Pinakbet Mixed,Combo Pack,,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Cucumber Premium Doha,Cucumber,,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Peeled Garlic,Garlic,,250g,,,,,,,,Market Out
2026-08-21,Vegetables,Bottle Gourd Doha,Gourds,,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Ivy Gourd (Kovakka) Indian,Gourds,India,1kg,,,,,,,,Market Out
2026-08-21,Vegetables,Baby Fennel Africa-Packet,Herbs,,,,,,,,,,Market Out
2026-08-21,Vegetables,Mint Leaves -Packet,Herbs,Jordan,,,,,,,,,Market Out
2026-08-21,Vegetables,Arugula (Jerjir)Leaves Doha,Leafy Vegetables,,500g,,,,,,,,Market Out
2026-08-21,Vegetables,Lettuce Iceberge,Leafy Vegetables,Holland,1kg,,,,,,,,Market Out
