date,category,product_name,product_type,origin,unit,lulu_price,rawabi_price,family_price,price_per_kg_lulu,price_per_kg_rawabi,price_per_kg_family,cheapest_store,status
2026-06-25,Vegetables,Lettuce Gem Tray,Leafy Vegetables,Spain,,,,,,,,,Market Out
2026-06-25,Vegetables,Mushroom Slice,Mushrooms,Qatar,,,,,,,,,Market Out
2026-06-25,Vegetables,Mushrooms Portobello,Mushrooms,,,,,,,,,,Market Out
2026-06-25,Vegetables,Brinjal Multicolour Doha,Other Vegetables,,,,,,,,,,Market Out
2026-06-25,Vegetables,Potatoes White Chat Small,Potatoes & Starchy Vegetables,Australia,,,,,,,,,Market Out
2026-06-25,Vegetables,Red Radish,Raddish,Holland,1kg,,,,,,,,Market Out
2026-06-24,Vegetables,Kohi,Cabbage & Broccoli,Bangladesh,,,,17.0,,,,,Active
2026-06-24,Vegetables,Baby Corn,Corns & Baby Corn,Thailand,125g,,,8.0,,,64.0,Family,Active
2026-06-24,Vegetables,Sweet Corn,Corns & Baby Corn,Jordan,,,,8.5,,,,,Active
2026-06-24,Vegetables,Celery,Herbs,Spain,,,,19.0,,,,,Active
2026-06-24,Vegetables,Lettuce Gem Tray,Leafy Vegetables,Spain,,,,15.0,,,,,Active
2026-06-24,Vegetables,Agrico Mushroom White Bottom,Mushrooms,Qatar,250g,,,7.0,,,28.0,Family,Active
2026-06-24,Vegetables,Mushroom Slice,Mushrooms,Qatar,,,,8.5,,,,,Active
2026-06-24,Vegetables,Mushrooms Portobello,Mushrooms,,,,,19.5,,,,,Active
2026-06-24,Vegetables,Brinjal Multicolour Doha,Other Vegetables,,,,,8.5,,,,,Active
2026-06-24,Vegetables,Eggplant,Other Vegetables,Holland,,,,28.0,,,,,Active
2026-06-24,Vegetables,Eggplant Purple,Other Vegetables,Qatar,,,,8.5,,,,,Active
2026-06-24,Vegetables,Peas Mangetout/Snow/Podded Peas,Peas & Beans,,250g,,,14.0,,,56.0,Family,Active
2026-06-24,Vegetables,Potatoes White Chat Small,Potatoes & Starchy Vegetables,Australia,,,,27.0,,,,,Active
2026-06-24,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,India,,,,8.75,,,,,Active
2026-06-24,Vegetables,Taro Root,Potatoes & Starchy Vegetables,,,,,53.0,,,,,Active
2026-06-24,Vegetables,Pumpkin Mathan Green,Pumpkin,India,,,,13.75,,,,,Active
2026-06-24,Vegetables,Radish Ksa,Raddish,,,,,3.5,,,,,Active
2026-06-24,Vegetables,Red Radish,Raddish,Holland,1kg,,,32.0,,,32.0,Family,Active
2026-06-24,Vegetables,Arigni Green Gram Sprouts,Sprouts,,200g,,,5.75,,,28.75,Family,Active
2026-06-24,Fruits,Mushroom Chestnut -,Fresh Nuts,Holland,,,,,,,,,Market Out
2026-06-24,Vegetables,Beetroot Cooked,Beetroot,,500g,,,,,,,,Market Out
2026-06-24,Vegetables,Red Chard Mix,Leafy Vegetables,Italy,125g,,,,,,,,Market Out
2026-06-24,Vegetables,Leeks,Leeks/Spring Onions,Holland,,,,,,,,,Market Out
2026-06-24,Vegetables,Shimenji White Mushroom,Mushrooms,,150g,,,,,,,,Market Out
2026-06-24,Vegetables,Bagal,Other Vegetables,,,,,,,,,,Market Out
2026-06-24,Vegetables,Mung Bean Sprouts Pkts,Sprouts,,,,,,,,,,Market Out
2026-06-23,Fruits,Mushroom Chestnut -,Fresh Nuts,Holland,,,,15.5,,,,,Active
2026-06-23,Vegetables,Beetroot Cooked,Beetroot,,500g,,,22.0,,,44.0,Family,Active
2026-06-23,Vegetables,Kohi,Cabbage & Broccoli,Bangladesh,,,,17.0,,,,,Active
2026-06-23,Vegetables,Sweet Corn,Corns & Baby Corn,Jordan,,,,8.5,,,,,Active
2026-06-23,Vegetables,Celery,Herbs,Spain,,,,19.0,,,,,Active
2026-06-23,Vegetables,Red Chard Mix,Leafy Vegetables,Italy,125g,,,10.0,,,80.0,Family,Active
2026-06-23,Vegetables,Leeks,Leeks/Spring Onions,Holland,,,,9.5,,,,,Active
2026-06-23,Vegetables,Agrico Mushroom White Bottom,Mushrooms,Qatar,250g,,,7.0,,,28.0,Family,Active
2026-06-23,Vegetables,Mushrooms Portobello,Mushrooms,,,,,19.5,,,,,Active
2026-06-23,Vegetables,Shimenji White Mushroom,Mushrooms,,150g,,,12.0,,,80.0,Family,Active
2026-06-23,Vegetables,Bagal,Other Vegetables,,,,,5.0,,,,,Active
2026-06-23,Vegetables,Eggplant,Other Vegetables,Holland,,,,28.0,,,,,Active
2026-06-23,Vegetables,Eggplant Purple,Other Vegetables,Qatar,,,,8.5,,,,,Active
2026-06-23,Vegetables,Peas Mangetout/Snow/Podded Peas,Peas & Beans,,250g,,,14.0,,,56.0,Family,Active
2026-06-23,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,India,,,,8.75,,,,,Active
2026-06-23,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,Bangladesh,,,,17.0,,,,,Active
2026-06-23,Vegetables,Taro Root,Potatoes & Starchy Vegetables,,,,,53.0,,,,,Active
2026-06-23,Vegetables,Pumpkin Mathan Green,Pumpkin,India,,,,13.75,,,,,Active
2026-06-23,Vegetables,Radish Ksa,Raddish,,,,,3.5,,,,,Active
2026-06-23,Vegetables,Mung Bean Sprouts Pkts,Sprouts,,,,,6.5,,,,,Active
2026-06-23,Vegetables,Ash Gourd(Kumbalam),Gourds,India,,,,,,,,,Market Out
2026-06-23,Vegetables,Lettuce Gem Tray,Leafy Vegetables,Spain,,,,,,,,,Market Out
2026-06-23,Vegetables,Red Radish,Raddish,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Beetroot Cooked,Beetroot,,500g,,,22.0,,,44.0,Family,Active
2026-06-22,Vegetables,Kohi,Cabbage & Broccoli,Bangladesh,,,,17.0,,,,,Active
2026-06-22,Vegetables,Sweet Corn,Corns & Baby Corn,Jordan,,,,8.5,,,,,Active
2026-06-22,Vegetables,Ash Gourd(Kumbalam),Gourds,India,,,,17.5,,,,,Active
2026-06-22,Vegetables,Celery,Herbs,Spain,,,,19.0,,,,,Active
2026-06-22,Vegetables,Lettuce Gem Tray,Leafy Vegetables,Spain,,,,15.0,,,,,Active
2026-06-22,Vegetables,Agrico Mushroom White Bottom,Mushrooms,Qatar,250g,,,7.0,,,28.0,Family,Active
2026-06-22,Vegetables,Bagal,Other Vegetables,,,,,5.0,,,,,Active
2026-06-22,Vegetables,Eggplant,Other Vegetables,Holland,,,,28.0,,,,,Active
2026-06-22,Vegetables,Eggplant Purple,Other Vegetables,Qatar,,,,8.5,,,,,Active
2026-06-22,Vegetables,Peas Mangetout/Snow/Podded Peas,Peas & Beans,,250g,,,14.0,,,56.0,Family,Active
2026-06-22,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,India,,,,8.75,,,,,Active
2026-06-22,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,Bangladesh,,,,17.0,,,,,Active
2026-06-22,Vegetables,Sweet Potato,Potatoes & Starchy Vegetables,Usa,,,,17.5,,,,,Active
2026-06-22,Vegetables,Taro Root,Potatoes & Starchy Vegetables,,,,,53.0,,,,,Active
2026-06-22,Vegetables,Pumpkin Mathan Green,Pumpkin,India,,,,13.75,,,,,Active
2026-06-22,Vegetables,Radish Ksa,Raddish,,,,,3.5,,,,,Active
2026-06-22,Vegetables,Red Radish,Raddish,Holland,1kg,,,32.0,,,32.0,Family,Active
2026-06-22,Vegetables,Mung Bean Sprouts Pkts,Sprouts,,,,,6.5,,,,,Active
2026-06-22,Fruits,Apple,Apples,China,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apple Africa,Apples,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apple Gala,Apples,France,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apple Gala,Apples,Italy,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apple Golden,Apples,Italy,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apple Red,Apples,Usa,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Baby Apple Africa,Apples,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Colacasia Bangaladesh,Apples,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Galanga -Carton,Apples,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Pineapple,Apples,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pineapple Golden,Apples,Kenya,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pineapple Peeled,Apples,Thailand,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pineapple Peeled,Apples,Thailand,500g,,,,,,,,Market Out
2026-06-22,Fruits,Rose Apple -Packet,Apples,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Apricot,Apricots,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Apricot Packet,Apricots,Jordan,,,,,,,,,Market Out
2026-06-22,Fruits,Avocado By Air,Avocado,Uganda,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Avocado Hass,Avocado,Kenya,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Banana,Banana,Philippines,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Banana,Banana,Ecuador,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Banana -Carton,Banana,Philippines,,,,,,,,,Market Out
2026-06-22,Fruits,Banana Flower,Banana,India,,,,,,,,,Market Out
2026-06-22,Fruits,Banana Green,Banana,India,,,,,,,,,Market Out
2026-06-22,Fruits,Banana Leaves,Banana,India,1.0pc,,,,,,,,Market Out
2026-06-22,Fruits,Banana Yellow,Banana,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Kadali Banana By Air,Banana,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Kadhali Banana,Banana,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Blueberry Packet,Berries,Morocco,500g,,,,,,,,Market Out
2026-06-22,Fruits,Cherry Syria Packet,Berries,,,,,,,,,,Market Out
2026-06-22,Fruits,Gold Berry Colombia Packet,Berries,,,,,,,,,,Market Out
2026-06-22,Fruits,Physalis,Berries,,125g,,,,,,,,Market Out
2026-06-22,Fruits,Physalis Fruit Colombia-Packet,Berries,,,,,,,,,,Market Out
2026-06-22,Fruits,Raspberry -Packet,Berries,Usa,,,,,,,,,Market Out
2026-06-22,Fruits,Strawberry Africa-Packet,Berries,,,,,,,,,,Market Out
2026-06-22,Fruits,Chikoo -Plate,Chickoo,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Lemon,Citrus Fruits,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Lemon,Citrus Fruits,India,250g,,,,,,,,Market Out
2026-06-22,Fruits,Lemon Africa,Citrus Fruits,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Lemon Africa,Citrus Fruits,,250g,,,,,,,,Market Out
2026-06-22,Fruits,Lime,Citrus Fruits,Vietnam,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Lime,Citrus Fruits,Vietnam,250g,,,,,,,,Market Out
2026-06-22,Fruits,Mandarin,Citrus Fruits,Australia,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mandarin,Citrus Fruits,China,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mandarin Africa,Citrus Fruits,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mandarin Leanri Africa,Citrus Fruits,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Orange Valencia,Citrus Fruits,Egypt,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Orangevalencia -Box,Citrus Fruits,Lebanon,,,,,,,,,Market Out
2026-06-22,Fruits,Pomelo Africa,Citrus Fruits,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Coconut,Coconut,India,1.0pc,,,,,,,,Market Out
2026-06-22,Fruits,Coconut Grated,Coconut,India,1.0pc,,,,,,,,Market Out
2026-06-22,Fruits,Coconut Young,Coconut,Sri Lanka,1.0pc,,,,,,,,Market Out
2026-06-22,Fruits,Fresh Coconut (By Air),Coconut,India,,,,,,,,,Market Out
2026-06-22,Fruits,Fresh Shredded Coconut (By Sea),Coconut,India,,,,,,,,,Market Out
2026-06-22,Fruits,Mushroom Chestnut -,Fresh Nuts,Holland,,,,,,,,,Market Out
2026-06-22,Fruits,Grape Black Packet,Grapes,India,,,,,,,,,Market Out
2026-06-22,Fruits,Grape Red,Grapes,Australia,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Grapefruit Africa,Grapes,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Grapes White,Grapes,Australia,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Grapes White,Grapes,Australia,500g,,,,,,,,Market Out
2026-06-22,Fruits,Grapes White -Packet,Grapes,India,,,,,,,,,Market Out
2026-06-22,Fruits,Ash Banana,Green Banana,Sri Lanka,,,,,,,,,Market Out
2026-06-22,Fruits,Curry Banana,Green Banana,India,,,,,,,,,Market Out
2026-06-22,Fruits,Green Banana,Green Banana,Uganda,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Green Banana,Green Banana,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Peeled Jackfruit Packet,Jackfruit,India,,,,,,,,,Market Out
2026-06-22,Fruits,Kiwi Gold New Zealand,Kiwi,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Kiwi Gold New Zealand,Kiwi,,250g,,,,,,,,Market Out
2026-06-22,Fruits,Mango Alphonsa,Mangoes,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mango Alphonso Cartoon,Mangoes,India,,,,,,,,,Market Out
2026-06-22,Fruits,Mango Colombia-Box,Mangoes,,,,,,,,,,Market Out
2026-06-22,Fruits,Mango Galbetor Yeman,Mangoes,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mango Mallika,Mangoes,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Mango Yemen Cartoon,Mangoes,,,,,,,,,,Market Out
2026-06-22,Fruits,Mangosteen Packet,Mangoes,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Water Melon,Melons,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Nectarine,Nectarine,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Dragon Fruit Red,Other Fruits,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Dragon Fruit Red,Other Fruits,,500g,,,,,,,,Market Out
2026-06-22,Fruits,Jack Fruit,Other Fruits,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Jack Fruit -Packet,Other Fruits,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Passionfruit Pte Packet,Other Fruits,Thailand,,,,,,,,,Market Out
2026-06-22,Fruits,Green Papaya,Papaya,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Lady Papaya,Papaya,Sri Lanka,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Papaya,Papaya,Thailand,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Papaya,Papaya,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Peach Round Packet,Peaches,Jordan,,,,,,,,,Market Out
2026-06-22,Fruits,Pear Africa,Pears,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pear Rose Africa,Pears,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Plums Red Africa,Plums,,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pomegranate,Pomegranates,India,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pomegranate,Pomegranates,India,500g,,,,,,,,Market Out
2026-06-22,Fruits,Pomegranate,Pomegranates,Peru,1kg,,,,,,,,Market Out
2026-06-22,Fruits,Pomegranate Air-Carton,Pomegranates,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Asparagus Plate,Asparagus,Thailand,,,,,,,,,Market Out
2026-06-22,Vegetables,Beetroot,Beetroot,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Beetroot Cooked -Packet,Beetroot,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Cabbage,Cabbage & Broccoli,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Cabbage,Cabbage & Broccoli,Qatar,,,,,,,,,Market Out
2026-06-22,Vegetables,Cabbage Sliced,Cabbage & Broccoli,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Cauliflower,Cabbage & Broccoli,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Cauliflower Mazra Doha,Cabbage & Broccoli,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum,Capsicum,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum,Capsicum,Holland,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum 4Color (Packet),Capsicum,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Green,Capsicum,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Green,Capsicum,Jordan,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Mix Pkt,Capsicum,Holland,4.0pcs,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Orange,Capsicum,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Orange,Capsicum,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Orange,Capsicum,Holland,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Orange,Capsicum,Oman,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Red,Capsicum,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Red,Capsicum,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Red,Capsicum,Holland,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Red,Capsicum,Oman,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Yellow,Capsicum,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Yellow,Capsicum,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Yellow,Capsicum,Holland,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Capsicum Yellow,Capsicum,Oman,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Carrot,Carrots,Australia,,,,,,,,,Market Out
2026-06-22,Vegetables,Carrot,Carrots,Australia,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Carrot,Carrots,Australia,500g,,,,,,,,Market Out
2026-06-22,Vegetables,Chow Chow (Chayote),Chayote,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Chilli Kanthari,Chillies & Spicy,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Chilli Kanthari,Chillies & Spicy,India,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Chilly Green (Packet),Chillies & Spicy,Thailand,,,,,,,,,Market Out
2026-06-22,Vegetables,Chilly Red,Chillies & Spicy,Holland,,,,,,,,,Market Out
2026-06-22,Vegetables,Chilly Red (Packet),Chillies & Spicy,Thailand,,,,,,,,,Market Out
2026-06-22,Vegetables,Chilly Round Green,Chillies & Spicy,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,China,,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,China,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,Uganda,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,China,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,India,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Ginger,Chillies & Spicy,Uganda,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Green Chilli,Chillies & Spicy,Uganda,,,,,,,,,Market Out
2026-06-22,Vegetables,Hot Chilli,Chillies & Spicy,Qatar,,,,,,,,,Market Out
2026-06-22,Vegetables,Hot Pepper Mix,Chillies & Spicy,Uganda,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Hot Pepper Mix,Chillies & Spicy,Uganda,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Jalapeno Green,Chillies & Spicy,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Jalapeno Green,Chillies & Spicy,Holland,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Jalapeno Red,Chillies & Spicy,Holland,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Jalapeno Red,Chillies & Spicy,Holland,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Long Chilly Green Big,Chillies & Spicy,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Long Chilly Green Big,Chillies & Spicy,Jordan,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Fresh Fruit Basket,Combo Pack,,,,,,,,,,Market Out
2026-06-22,Vegetables,Fresh Fruits Basket Small,Combo Pack,,,,,,,,,,Market Out
2026-06-22,Vegetables,Mix Fruit Basket-Medium,Combo Pack,,,,,,,,,,Market Out
2026-06-22,Vegetables,Mix Fruit Basket-Small,Combo Pack,,,,,,,,,,Market Out
2026-06-22,Vegetables,Pinakbet Mixed,Combo Pack,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Sambar Mixed Vegetable,Combo Pack,,,,,,,,,,Market Out
2026-06-22,Vegetables,Baby Corn,Corns & Baby Corn,Thailand,125g,,,,,,,,Market Out
2026-06-22,Vegetables,Baby Corn (Packet),Corns & Baby Corn,Thailand,,,,,,,,,Market Out
2026-06-22,Vegetables,Fruit'O Snack Boiled Sweet Corn Cob,Corns & Baby Corn,,270g,,,,,,,,Market Out
2026-06-22,Vegetables,Sweet Corn Boiled,Corns & Baby Corn,India,1.0pc,,,,,,,,Market Out
2026-06-22,Vegetables,Sweet Corn Doha Packet,Corns & Baby Corn,,,,,,,,,,Market Out
2026-06-22,Vegetables,Marrow (Kusa),Courgettes & Artichoke,Qatar,,,,,,,,,Market Out
2026-06-22,Vegetables,Zucchini,Courgettes & Artichoke,Jordan,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Cucumber,Cucumber,Qatar,,,,,,,,,Market Out
2026-06-22,Vegetables,Cucumber Mazra Doha,Cucumber,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Cucumber Premium Doha,Cucumber,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Vellary Indian,Cucumber,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Yellow Cucumber,Cucumber,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,Egypt,,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,China,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,China,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic,Garlic,India,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic Loose,Garlic,,,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic Packet Big,Garlic,China,,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic Peeled,Garlic,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Garlic Small Pkt ( ),Garlic,China,,,,,,,,,Market Out
2026-06-22,Vegetables,Peeled Garlic,Garlic,,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Ashgourd,Gourds,Oman,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Bitter Gourd,Gourds,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ivy Gourd (Kovakka) Indian,Gourds,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ivy Gourd (Tindly),Gourds,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Parwal,Gourds,Bangladesh,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Ridge Gourd,Gourds,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Ridge Gourd,Gourds,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Snake Gourd,Gourds,India,,,,,,,,,Market Out
2026-06-22,Vegetables,Snake Gourd,Gourds,India,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Celery Stick,Herbs,Spain,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Celery Stick,Herbs,Spain,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Coriander (Ksa),Herbs,,,,,,,,,,Market Out
2026-06-22,Vegetables,Coriander Leaves 1 Bunch,Herbs,Saudi,,,,,,,,,Market Out
2026-06-22,Vegetables,Curry Leaves,Herbs,,,,,,,,,,Market Out
2026-06-22,Vegetables,Curry Leaves,Herbs,Uganda,,,,,,,,,Market Out
2026-06-22,Vegetables,Fennel,Herbs,,,,,,,,,,Market Out
2026-06-22,Vegetables,Granadilla Fruit Colombia,Herbs,,1kg,,,,,,,,Market Out
2026-06-22,Vegetables,Granadilla Fruit Colombia,Herbs,,250g,,,,,,,,Market Out
2026-06-22,Vegetables,Green Basil ( ),Herbs,Kenya,,,,,,,,,Market Out
2026-06-22,Vegetables,Lemon Grass,Herbs,,,,,,,,,,Market Out
2026-06-22,Vegetables,Parsely (Ksa),Herbs,,,,,,,,,,Market Out
2026-06-22,Vegetables,Rosemary,Herbs,Kenya,1.0pc,,,,,,,,Market Out
